Fiscal Year,Related Gov't Units,Organization Group Code,Organization Group,Department Code,Department,Program Code,Program,Character Code,Character,Object Code,Object,Sub-object Code,Sub-object,Fund Type Code,Fund Type,Fund Code,Fund,Fund Category Code,Fund Category,Job Family,Job,FTE
2016,No,04,Community Health,DPH,Public Health,D1H,SFGH - Acute Care - Hospital,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,5H,General Hospital Medical Center Funds,5HAAA,General Hopsital Operating Fund,1,Operating,Information Systems,IS Programmer Analyst-Senior,4
2016,No,02,"Public Works, Transportation & Commerce",AIR,Airport Commission,BG8,Bureau Of Design And Construction,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,5A,SF International Airport Funds,5AAAA,Airport Operating Fund,1,Operating,Information Systems,IS Engineer-Senior,1
2016,No,04,Community Health,DPH,Public Health,DMS,Substance Abuse - Community Care,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,Human Services,Medical Social Worker,0.2
2016,No,02,"Public Works, Transportation & Commerce",CWP,PUC Wastewater Enterprise,BDA,Administration,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,5C,PUC Wastewater Funds,5CAAA,Wastewater Operating Fund,1,Operating,"Clerical, Secretarial & Steno",Senior Clerk Typist,4
2016,No,06,General Administration & Finance,TTX,Treasurer/Tax Collector,FGR,Gross Receipts Tax,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,3,Continuing Projects,Information Systems,IS Project Director,0.1
2016,No,02,"Public Works, Transportation & Commerce",DPW,General Services Agency - Public Works,BA2,Street And Sewer Repair,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,2S,Special Revenue Funds,2SGTF,Parking & Traffic Gasoline Tax Fund,1,Operating,Skilled Labor,Asphalt Finisher,2.65
2016,No,06,General Administration & Finance,TTX,Treasurer/Tax Collector,FCO,Business Tax Fund,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,"Payroll, Billing & Accounting",Account Clerk,5
2016,No,04,Community Health,DPH,Public Health,D1H,SFGH - Acute Care - Hospital,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,5H,General Hospital Medical Center Funds,5HAAA,General Hopsital Operating Fund,1,Operating,Med Therapy & Auxiliary,Therapy Aide,4
2016,No,02,"Public Works, Transportation & Commerce",DPW,General Services Agency - Public Works,BAR,Building Repair And Maintenance,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,Journeyman Trade,Stationary Engineer,4
2016,No,02,"Public Works, Transportation & Commerce",DPW,General Services Agency - Public Works,BKJ,General Administration,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,2S,Special Revenue Funds,2SPWF,"Public Works, Transp. & Commerce Fund",5,Work Orders/Overhead,Management,Manager IV,4
2016,No,06,General Administration & Finance,TTX,Treasurer/Tax Collector,FAL,Children's Baseline,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,2,Annual Projects,"Budget, Admn & Stats Analysis",Junior Management Assistant,0.5
2016,No,04,Community Health,DPH,Public Health,DPD,Comm Hlth - Prevention - Disease Control,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,Management,Manager I,2
2016,No,02,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,BEN,Rail & Bus Services,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,5M,MTA Municipal Railway Funds,5MAAA,Muni Operating Fund,1,Operating,Journeyman Trade,Painter,7
2016,No,06,General Administration & Finance,ADM,General Services Agency - City Admin,AME,County Clerk Services,001,Salaries,005,Temp Salaries-Misc,00501,Temp-Regular-Misc,1G,General Fund,1GAGF,General Fund,1,Operating,Turnover Allowance/Adjustment,Temporary Positions,0.75
2016,No,04,Community Health,DPH,Public Health,D1H,SFGH - Acute Care - Hospital,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,5H,General Hospital Medical Center Funds,5HAAA,General Hopsital Operating Fund,1,Operating,Revenue,Cashier 3,1
2016,No,06,General Administration & Finance,ADM,General Services Agency - City Admin,FFH,Facilities Mgmt & Operations,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,2S,Special Revenue Funds,2SRPF,Real Property Fund,3,Continuing Projects,Turnover Allowance/Adjustment,Attrition Savings - Miscellaneous,-7.09
2016,No,06,General Administration & Finance,TTX,Treasurer/Tax Collector,FGR,Gross Receipts Tax,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,3,Continuing Projects,Revenue,Cashier 2,3.25
2016,No,04,Community Health,DPH,Public Health,DPD,Comm Hlth - Prevention - Disease Control,001,Salaries,004,Permanent Salaries-Nurses,00401,Nurses-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,Nursing,Nurse Practitioner,6.25
2016,No,04,Community Health,DPH,Public Health,DMF,Forensics - Ambulatory Care,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,"Clerical, Secretarial & Steno",Clerk,1
2016,No,03,Human Welfare & Neighborhood Development,CFC,Children and Families Commission,CFC,Children and Families Fund,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,2S,Special Revenue Funds,2SCFC,Children and Families Fund,3,Continuing Projects,Community Development,Community Development Asst,1
2016,No,06,General Administration & Finance,TIS,General Services Agency - Technology,BAK,Operations,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,6I,Internal Service Funds,6ITIF,Telecomm. & Information Svcs Fund,1,Operating,Turnover Allowance/Adjustment,Attrition Savings - Miscellaneous,-7.4
2016,No,02,"Public Works, Transportation & Commerce",WTR,PUC Water Department,BDJ,Water Source Of Supply,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,5W,PUC Water Department Funds,5WAAA,Water Operating Fund,1,Operating,"Lab, Pharmacy & Med Techs",Biologist III,3
2016,No,06,General Administration & Finance,CPC,City Planning,FAH,Citywide Planning,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,"Budget, Admn & Stats Analysis",Senior Administrative Analyst,0.77
2016,No,05,Culture & Recreation,REC,Recreation and Park Commission,ECU,Recreation,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,Agriculture & Horticulture,Gardener,1
2016,No,06,General Administration & Finance,ADM,General Services Agency - City Admin,FAC,City Administrator - Administration,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,Information Systems,IS Administrator 2,1
2016,No,02,"Public Works, Transportation & Commerce",PUC,PUC Public Utilities Commission,BCW,Human Resources,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,5W,PUC Water Department Funds,5WPUC,PUC Operating Fund,1,Operating,Health & Sanitation Inspection,Industrial Hygienist,3
2016,No,02,"Public Works, Transportation & Commerce",CWP,PUC Wastewater Enterprise,BDA,Administration,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,5C,PUC Wastewater Funds,5CAAA,Wastewater Operating Fund,1,Operating,Journeyman Trade,"Stationary Eng, Sewage Plant",2
2016,No,01,Public Protection,ECD,Department of Emergency Management,BIR,Emergency Communications,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,Turnover Allowance/Adjustment,Attrition Savings - Miscellaneous,-19.42
2016,No,06,General Administration & Finance,ADM,General Services Agency - City Admin,ASG,Medical Examiner,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,"Lab, Pharmacy & Med Techs",Asst Forensic Toxicologist 1,4.77
2016,No,06,General Administration & Finance,TIS,General Services Agency - Technology,BTO,Technology Services:Public Safety,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,6I,Internal Service Funds,6ITIF,Telecomm. & Information Svcs Fund,1,Operating,Skilled Labor,Electrical Line Helper,4
2016,No,02,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,BE3,"Security, Safety, Training & Enforcement",001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,5N,MTA Parking & Traffic Funds,5NAAA,Parking & Traffic Operating Fund,1,Operating,Purchasing & Storekeeping,Storekeeper,2
2016,No,06,General Administration & Finance,TIS,General Services Agency - Technology,BK4,Governance And Outreach,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,6I,Internal Service Funds,6ITIF,Telecomm. & Information Svcs Fund,1,Operating,Management,Manager VI,1
2016,No,03,Human Welfare & Neighborhood Development,DSS,Human Services,CIM,In Home Supportive Services,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,"Payroll, Billing & Accounting",Principal Account Clerk,2
2016,No,02,"Public Works, Transportation & Commerce",WTR,PUC Water Department,BDK,Water Transmission/ Distribution,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,5W,PUC Water Department Funds,5WAAA,Water Operating Fund,1,Operating,Sub-Professional Engineering,Engineering Associate 1,4
2016,No,01,Public Protection,POL,Police,AC5,Airport Police,001,Salaries,002,Permanent Salaries-Uniform,00201,Uniform-Regular,5A,SF International Airport Funds,5AAAA,Airport Operating Fund,1,Operating,Police Services,Deputy Chief 3,1
2016,No,04,Community Health,DPH,Public Health,DA5,Laguna Honda - Long Term Care,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,5L,Laguna Honda Hospital Funds,5LAAA,Laguna Honda Operating Fund,1,Operating,Dietary & Food,Chief Dietitian,1
2016,No,02,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,BE2,Parking & Traffic,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,5N,MTA Parking & Traffic Funds,5NAAA,Parking & Traffic Operating Fund,1,Operating,Street Transit,"Manager II, MTA",7
2016,No,06,General Administration & Finance,HRD,Human Resources,FCW,Administration,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,Public Service Aide,Public Service Trainee,16
2016,No,02,"Public Works, Transportation & Commerce",AIR,Airport Commission,BG6,Facilities,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,5A,SF International Airport Funds,5AAAA,Airport Operating Fund,1,Operating,Supervisory-Labor & Trade,Chief Stationary Engineer,3
2016,No,04,Community Health,DPH,Public Health,DMS,Substance Abuse - Community Care,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,"Budget, Admn & Stats Analysis",Administrative Analyst,1
2016,No,01,Public Protection,SHF,Sheriff,ASB,Sheriff Administration,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,"Payroll, Billing & Accounting",Pr Payroll & Personnel Clerk,1
2016,No,02,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,BE3,"Security, Safety, Training & Enforcement",001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,5M,MTA Municipal Railway Funds,5MAAA,Muni Operating Fund,1,Operating,Turnover Allowance/Adjustment,Attrition Savings - Miscellaneous,-47.55
2016,No,02,"Public Works, Transportation & Commerce",PUC,PUC Public Utilities Commission,BCS,Management Information,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,5W,PUC Water Department Funds,5WPUC,PUC Operating Fund,1,Operating,Information Systems,IS Engineer-Journey,9
2016,No,01,Public Protection,PDR,Public Defender,AIB,Criminal And Special Defense,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,Legal & Court,Sr Public Defenders Invstgtor,7
2016,No,04,Community Health,DPH,Public Health,DMF,Forensics - Ambulatory Care,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,Med Therapy & Auxiliary,Health Worker 3,2
2016,No,06,General Administration & Finance,ADM,General Services Agency - City Admin,FFJ,Vehicle & Equipment Main & Fueling,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,6I,Internal Service Funds,6ICSF,Central Shops Fund,1,Operating,Management,Manager V,1
2016,No,03,Human Welfare & Neighborhood Development,DSS,Human Services,CAO,Administrative Support,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,Turnover Allowance/Adjustment,Attrition Savings - Miscellaneous,-56.9
2016,No,02,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,BEN,Rail & Bus Services,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,5M,MTA Municipal Railway Funds,5MAAA,Muni Operating Fund,1,Operating,Supervisory-Labor & Trade,Trnst Power Line Wrk Sprv 2,1
2016,No,02,"Public Works, Transportation & Commerce",PRT,Port,BKO,Administration,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,5P,Port Of San Francisco Funds,5PAAA,Port Operating Fund,1,Operating,"Payroll, Billing & Accounting",Accountant II,5
2016,No,02,"Public Works, Transportation & Commerce",ECN,Economic and Workforce Development,BK5,Economic Development,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,2,Annual Projects,Turnover Allowance/Adjustment,Attrition Savings - Miscellaneous,-1.67
2016,No,06,General Administration & Finance,CON,Controller,FDG,Accounting Operations,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,Management,Manager V,1
2016,No,06,General Administration & Finance,TIS,General Services Agency - Technology,BAK,Operations,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,6I,Internal Service Funds,6ITIF,Telecomm. & Information Svcs Fund,1,Operating,Management,Manager V,1
2016,No,02,"Public Works, Transportation & Commerce",HHP,PUC Hetch Hetchy,BDO,Hetchy Water Operations,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,5T,PUC Hetch Hetchy Funds,5TAAA,Hetch Hetchy Operating Fund,1,Operating,Administrative-DPW/PUC,Water Operations Analyst,1
2016,No,06,General Administration & Finance,CON,Controller,FDC,Payroll And Personnel Services,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,"Payroll, Billing & Accounting",Accountant III,1
2016,No,06,General Administration & Finance,CAT,City Attorney,FC2,Legal Service,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,Administrative Secretarial,Cfdntal Sctry To City Atty,1
2016,No,06,General Administration & Finance,CPC,City Planning,FAH,Citywide Planning,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,Professional Engineering,Planner 3,9.83
2016,No,03,Human Welfare & Neighborhood Development,CHF,"Children, Youth & Their Families",FAL,Children's Baseline,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,2,Annual Projects,Community Development,Community Development Spec,1
2016,No,04,Community Health,DPH,Public Health,DPM,Comm Hlth - Prev - Maternal & Child Hlth,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,Med Therapy & Auxiliary,Health Program Coordinator 3,2.79
2016,No,02,"Public Works, Transportation & Commerce",DBI,Department of Building Inspection,BAN,Administration/Support Services,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,2S,Special Revenue Funds,2SBIF,Building Inspection Fund,1,Operating,Personnel,Payroll Clerk,1
2016,No,04,Community Health,DPH,Public Health,DMM,Mental Health - Community Care,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,Hospital Administration,Medical Records Technician,1
2016,No,06,General Administration & Finance,RET,Retirement System,EDC,Employee Deferred Comp Plan,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,3,Continuing Projects,"Budget, Admn & Stats Analysis",Senior Benefits Analyst,2
2016,No,04,Community Health,DPH,Public Health,DHA,Central Administration,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,2S,Special Revenue Funds,2SCHS,Community Health Services Fund,4,Grants,Med Therapy & Auxiliary,Health Program Coordinator 3,1.54
2016,No,04,Community Health,DPH,Public Health,DHH,Health At Home,001,Salaries,006,Temp Salaries-Nurses,00601,Temp-Regular-Nurses,1G,General Fund,1GAGF,General Fund,1,Operating,Turnover Allowance/Adjustment,Temporary Positions,0.01
2016,No,05,Culture & Recreation,LIB,Public Library,EGG,Information Technology,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,2S,Special Revenue Funds,2SLIB,Public Library Fund,1,Operating,Computer Operatns & Repro Svcs,Media Training Specialist,1
2016,No,04,Community Health,DPH,Public Health,DHA,Central Administration,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,2,Annual Projects,Information Systems,IS Prg Analyst-Principal,1
2016,No,04,Community Health,DPH,Public Health,DA5,Laguna Honda - Long Term Care,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,5L,Laguna Honda Hospital Funds,5LAAA,Laguna Honda Operating Fund,1,Operating,Dietary & Food,Senior Food Service Supervisor,1
2016,No,02,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,BEN,Rail & Bus Services,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,5M,MTA Municipal Railway Funds,5MAAA,Muni Operating Fund,1,Operating,Skilled Labor,Auto Svc Wrk Asst Sprv,3
2016,No,03,Human Welfare & Neighborhood Development,ENV,Environment,CIP,Climate Change/Energy,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,2S,Special Revenue Funds,2SPWF,"Public Works, Transp. & Commerce Fund",1,Operating,Energy & Environment,Principal Environ Specialist,0.38
